name,path,enabled,plugin_id,family,decision,classification_basis,version_timestamp
pubmed-database,/Users/newmindsgroup/.codex/skills/pubmed-database/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
puzzle-activity-planner,/Users/newmindsgroup/.codex/skills/puzzle-activity-planner/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
pydantic-ai,/Users/newmindsgroup/.codex/skills/pydantic-ai/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
pydantic-models-py,/Users/newmindsgroup/.codex/skills/pydantic-models-py/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
pypict-skill,/Users/newmindsgroup/.codex/skills/pypict-skill/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
python-development-python-scaffold,/Users/newmindsgroup/.codex/skills/python-development-python-scaffold/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
python-fastapi-development,/Users/newmindsgroup/.codex/skills/python-fastapi-development/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
python-packaging,/Users/newmindsgroup/.codex/skills/python-packaging/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
python-patterns,/Users/newmindsgroup/.codex/skills/python-patterns/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
python-performance-optimization,/Users/newmindsgroup/.codex/skills/python-performance-optimization/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
python-pptx-generator,/Users/newmindsgroup/.codex/skills/python-pptx-generator/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
python-pro,/Users/newmindsgroup/.codex/skills/python-pro/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
python-testing-patterns,/Users/newmindsgroup/.codex/skills/python-testing-patterns/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
qiskit,/Users/newmindsgroup/.codex/skills/qiskit/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
quality-nonconformance,/Users/newmindsgroup/.codex/skills/quality-nonconformance/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
quality-speed,/Users/newmindsgroup/.claude/skills/quality-speed/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
radix-ui-design-system,/Users/newmindsgroup/.codex/skills/radix-ui-design-system/SKILL.md,False,,Brand and visual design,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
rag-engineer,/Users/newmindsgroup/.codex/skills/rag-engineer/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
rag-implementation,/Users/newmindsgroup/.codex/skills/rag-implementation/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
rayden-code,/Users/newmindsgroup/.codex/skills/rayden-code/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
rayden-use,/Users/newmindsgroup/.codex/skills/rayden-use/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
react-best-practices,/Users/newmindsgroup/.claude/skills/react-best-practices/SKILL.md,False,,Web and app engineering,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
react-best-practices,/Users/newmindsgroup/.codex/skills/react-best-practices/SKILL.md,True,,Web and app engineering,Retain: provisional daily scope,Direct literal dependency of retained workflow; preserve pending dependency review,2026-09-15T21:32:35.852770-04:00
react-component-performance,/Users/newmindsgroup/.codex/skills/react-component-performance/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
react-flow-architect,/Users/newmindsgroup/.codex/skills/react-flow-architect/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
react-flow-node-ts,/Users/newmindsgroup/.codex/skills/react-flow-node-ts/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
react-modernization,/Users/newmindsgroup/.codex/skills/react-modernization/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
react-native-architecture,/Users/newmindsgroup/.codex/skills/react-native-architecture/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
react-nextjs-development,/Users/newmindsgroup/.codex/skills/react-nextjs-development/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
react-patterns,/Users/newmindsgroup/.codex/skills/react-patterns/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
react-state-management,/Users/newmindsgroup/.codex/skills/react-state-management/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
react-ui-patterns,/Users/newmindsgroup/.codex/skills/react-ui-patterns/SKILL.md,False,,UX and UI,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
readme,/Users/newmindsgroup/.codex/skills/readme/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
recallmax,/Users/newmindsgroup/.codex/skills/recallmax/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
receiving-code-review,/Users/newmindsgroup/.codex/skills/receiving-code-review/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
redesign-existing-projects,/Users/newmindsgroup/.codex/skills/redesign-existing-projects/SKILL.md,False,,Brand and visual design,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
reference-builder,/Users/newmindsgroup/.codex/skills/reference-builder/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
referral-program,/Users/newmindsgroup/.codex/skills/referral-program/SKILL.md,True,,Sales and business development,Retain: provisional daily scope,"Business and growth: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
rehabilitation-analyzer,/Users/newmindsgroup/.codex/skills/rehabilitation-analyzer/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
remotion,/Users/newmindsgroup/.codex/skills/remotion/SKILL.md,False,,Brand and design,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
remotion-best-practices,/Users/newmindsgroup/.codex/skills/remotion-best-practices/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
requesting-code-review,/Users/newmindsgroup/.codex/skills/requesting-code-review/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
responsive-design,/Users/newmindsgroup/.codex/skills/responsive-design/SKILL.md,True,,Brand and design,Retain: provisional daily scope,"Brand design and UX: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
returns-reverse-logistics,/Users/newmindsgroup/.codex/skills/returns-reverse-logistics/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
revops,/Users/newmindsgroup/.codex/skills/revops/SKILL.md,True,,Sales and business development,Retain: provisional daily scope,"Business and growth: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
robius-app-architecture,/Users/newmindsgroup/.codex/skills/robius-app-architecture/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
robius-event-action,/Users/newmindsgroup/.codex/skills/robius-event-action/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
robius-matrix-integration,/Users/newmindsgroup/.codex/skills/robius-matrix-integration/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
robius-state-management,/Users/newmindsgroup/.codex/skills/robius-state-management/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
robius-widget-patterns,/Users/newmindsgroup/.codex/skills/robius-widget-patterns/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
rockcrete-industrial-ecommerce-design-adapter,/Users/newmindsgroup/.codex/skills/rockcrete-industrial-ecommerce-design-adapter/SKILL.md,False,,Brand and visual design,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
ruby-pro,/Users/newmindsgroup/.codex/skills/ruby-pro/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
rust-async-patterns,/Users/newmindsgroup/.codex/skills/rust-async-patterns/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
rust-pro,/Users/newmindsgroup/.codex/skills/rust-pro/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
saas-multi-tenant,/Users/newmindsgroup/.codex/skills/saas-multi-tenant/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
saas-mvp-launcher,/Users/newmindsgroup/.codex/skills/saas-mvp-launcher/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
saga-orchestration,/Users/newmindsgroup/.codex/skills/saga-orchestration/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
sales-automator,/Users/newmindsgroup/.codex/skills/sales-automator/SKILL.md,False,,"Marketing, sales and content",Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
sales-enablement,/Users/newmindsgroup/.codex/skills/sales-enablement/SKILL.md,True,,Sales and business development,Retain: provisional daily scope,"Business and growth: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
sales:analyze-account-signals,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/analyze-account-signals/SKILL.md,True,sales@openai-curated-remote,Unclassified: review required,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
sales:build-business-case,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/build-business-case/SKILL.md,True,sales@openai-curated-remote,"Business, finance and strategy",Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
sales:build-competitive-brief,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/build-competitive-brief/SKILL.md,True,sales@openai-curated-remote,Unclassified: review required,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
sales:demo-exec-and-seller-dash,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/demo-exec-and-seller-dash/SKILL.md,True,sales@openai-curated-remote,Unclassified: review required,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
sales:enrich-company-and-contact-data,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/enrich-company-and-contact-data/SKILL.md,True,sales@openai-curated-remote,Unclassified: review required,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
sales:find-customer-quotes,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/find-customer-quotes/SKILL.md,True,sales@openai-curated-remote,Unclassified: review required,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
sales:find-key-internal-sources,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/find-key-internal-sources/SKILL.md,True,sales@openai-curated-remote,Unclassified: review required,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
sales:follow-up-after-call,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/follow-up-after-call/SKILL.md,True,sales@openai-curated-remote,Unclassified: review required,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
sales:get-rep-call-feedback,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/get-rep-call-feedback/SKILL.md,True,sales@openai-curated-remote,Unclassified: review required,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
sales:index,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/index/SKILL.md,True,sales@openai-curated-remote,Unclassified: review required,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
sales:plan-deal-strategy,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/plan-deal-strategy/SKILL.md,True,sales@openai-curated-remote,"Business, finance and strategy",Retain: bounded behavior tests passed,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
sales:prepare-for-meeting,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/prepare-for-meeting/SKILL.md,True,sales@openai-curated-remote,Unclassified: review required,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
sales:review-forecast,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/review-forecast/SKILL.md,True,sales@openai-curated-remote,"Business, finance and strategy",Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
sales:review-rep-call-trends,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/review-rep-call-trends/SKILL.md,True,sales@openai-curated-remote,Quality and operations,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
sales:sales-company-research,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/sales-company-research/SKILL.md,True,sales@openai-curated-remote,"Marketing, sales and content",Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
sales:sales-leadership-dashboard,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/sales-leadership-dashboard/SKILL.md,True,sales@openai-curated-remote,"Marketing, sales and content",Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
sales:sales-presentations,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/sales-presentations/SKILL.md,True,sales@openai-curated-remote,"Marketing, sales and content",Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
sales:seller-account-dashboard,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/seller-account-dashboard/SKILL.md,True,sales@openai-curated-remote,Unclassified: review required,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
salesforce-development,/Users/newmindsgroup/.codex/skills/salesforce-development/SKILL.md,False,,"Marketing, sales and content",Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
sankhya-dashboard-html-jsp-custom-best-pratices,/Users/newmindsgroup/.codex/skills/sankhya-dashboard-html-jsp-custom-best-pratices/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
sast-configuration,/Users/newmindsgroup/.codex/skills/sast-configuration/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
satori,/Users/newmindsgroup/.codex/skills/satori/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
scala-pro,/Users/newmindsgroup/.codex/skills/scala-pro/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
scanpy,/Users/newmindsgroup/.codex/skills/scanpy/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
scarcity-urgency-psychologist,/Users/newmindsgroup/.codex/skills/scarcity-urgency-psychologist/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
schema-markup,/Users/newmindsgroup/.claude/skills/schema-markup/SKILL.md,False,,SEO and discovery,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
schema-markup,/Users/newmindsgroup/.codex/skills/schema-markup/SKILL.md,True,,SEO and discovery,Retain: provisional daily scope,"Marketing and writing: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
scientific-writing,/Users/newmindsgroup/.codex/skills/scientific-writing/SKILL.md,False,,"Marketing, sales and content",Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
scikit-learn,/Users/newmindsgroup/.codex/skills/scikit-learn/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
screen-reader-testing,/Users/newmindsgroup/.codex/skills/screen-reader-testing/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
screenshots,/Users/newmindsgroup/.codex/skills/screenshots/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
scroll-experience,/Users/newmindsgroup/.codex/skills/scroll-experience/SKILL.md,False,,"Marketing, sales and content",Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
seaborn,/Users/newmindsgroup/.codex/skills/seaborn/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
search-specialist,/Users/newmindsgroup/.codex/skills/search-specialist/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
secrets-management,/Users/newmindsgroup/.codex/skills/secrets-management/SKILL.md,True,,Unclassified: review required,Retain: provisional daily scope,"Web and app engineering: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
security-auditor,/Users/newmindsgroup/.claude/skills/security-auditor/SKILL.md,True,,Core quality and safety,Retain: provisional daily scope,"Web and app engineering: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
security-bluebook-builder,/Users/newmindsgroup/.codex/skills/security-bluebook-builder/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
security-requirement-extraction,/Users/newmindsgroup/.codex/skills/security-requirement-extraction/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
seek-and-analyze-video,/Users/newmindsgroup/.codex/skills/seek-and-analyze-video/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
segment-cdp,/Users/newmindsgroup/.codex/skills/segment-cdp/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
self-improvement-review,/Users/newmindsgroup/.codex/source/ide-config-internal/skills/self-improvement-review/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
semgrep-rule-creator,/Users/newmindsgroup/.codex/skills/semgrep-rule-creator/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
semgrep-rule-variant-creator,/Users/newmindsgroup/.codex/skills/semgrep-rule-variant-creator/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
senior-architect,/Users/newmindsgroup/.codex/skills/senior-architect/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
senior-frontend,/Users/newmindsgroup/.codex/skills/senior-frontend/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
senior-fullstack,/Users/newmindsgroup/.codex/skills/senior-fullstack/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
seo,/Users/newmindsgroup/.codex/skills/seo/SKILL.md,False,,"Marketing, sales and content",Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
